"","TCGA-A6-2686-11A-01R-A32Z-07","TCGA-AA-3514-11A-01R-A32Z-07","TCGA-A6-5659-11A-01R-1653-07","TCGA-F4-6704-11A-01R-1839-07","TCGA-AZ-6600-11A-01R-1774-07","TCGA-AA-3663-11A-01R-1723-07","TCGA-A6-2684-11A-01R-A32Z-07","TCGA-A6-2675-11A-01R-1723-07","TCGA-A6-2679-11A-01R-A32Z-07","TCGA-A6-5667-11A-01R-1723-07","TCGA-A6-2671-11A-01R-A32Z-07","TCGA-AA-3520-11A-01R-A32Z-07","TCGA-AZ-6605-11A-01R-1839-07","TCGA-A6-5662-11A-01R-1653-07","TCGA-AZ-6598-11A-01R-1774-07","TCGA-AA-3534-11A-01R-A32Z-07","TCGA-A6-2683-11A-01R-A32Z-07","TCGA-AA-3660-11A-01R-1723-07","TCGA-AA-3531-11A-01R-A32Z-07","TCGA-AA-3516-11A-01R-A32Z-07","TCGA-A6-2682-11A-01R-A32Z-07","TCGA-AZ-6601-11A-01R-1774-07","TCGA-AA-3496-11A-01R-1839-07","TCGA-AA-3713-11A-01R-1723-07","TCGA-AA-3522-11A-01R-A32Z-07","TCGA-AA-3697-11A-01R-1723-07","TCGA-AA-3511-11A-01R-1839-07","TCGA-A6-2680-11A-01R-A32Z-07","TCGA-AA-3712-11A-01R-1723-07","TCGA-AZ-6603-11A-02R-1839-07","TCGA-A6-2678-11A-01R-A32Z-07","TCGA-AZ-6599-11A-01R-1774-07","TCGA-AA-3527-11A-01R-A32Z-07","TCGA-AA-3525-11A-01R-A32Z-07","TCGA-AA-3662-11A-01R-1723-07","TCGA-AA-3655-11A-01R-1723-07","TCGA-A6-5665-11A-01R-1653-07","TCGA-AA-3489-11A-01R-1839-07","TCGA-AA-3517-11A-01R-A32Z-07","TCGA-AA-3518-11A-01R-1672-07","TCGA-A6-2685-11A-01R-A32Z-07"
"RNF166",4.5012,4.4908,2.5212,4.8323,5.9297,7.3305,5.3673,5.4339,8.9308,7.1408,5.4243,4.818,7.4182,5.3858,6.4514,7.7135,3.915,6.1733,2.8293,3.8041,6.1244,5.2844,7.7794,5.8513,5.2931,6.0511,6.6294,4.2089,11.5709,8.4271,6.6432,5.2955,4.4827,8.7353,8.1584,9.1075,3.9679,6.5755,6.0176,4.2249,6.467
"NBL1",336.4607,367.7766,247.7852,285.2937,283.692,299.2711,368.6078,283.054,322.2553,330.1294,351.5901,365.2788,233.3767,295.7471,366.7705,289.6191,319.4228,341.5461,300.3373,339.1868,328.9944,270.091,330.5757,351.6542,353.6928,334.4259,281.4935,415.4066,258.532,277.3086,352.2457,338.108,365.7786,208.7785,371.0126,370.0865,238.6601,267.4222,338.3852,363.7838,365.0682
"F11R",93.0918,109.6285,102.6602,85.4983,86.8122,63.899,78.7285,92.0622,67.0468,89.3635,77.2483,92.4886,19.3406,77.688,60.4853,68.9567,98.8185,83.1041,103.5601,93.6979,85.464,79.7367,60.3706,55.0685,83.0379,81.3878,82.41,92.4398,77.2867,61.8043,82.5893,82.8037,81.9213,69.9157,82.1851,70.3812,106.3937,55.9966,78.8787,74.3474,115.4499
"USF1",46.3389,72.428,48.193,44.007,36.591,48.0415,61.2082,37.0967,55.7328,56.0812,45.7996,46.5115,44.8174,45.4114,51.956,52.1047,46.2177,63.8254,49.6848,60.1714,48.3764,44.6399,54.0845,67.1681,51.1582,62.1138,44.0255,55.5252,60.5002,65.6096,48.5005,48.3908,52.4467,68.9131,62.8328,78.6572,41.5063,89.523,43.4003,40.2688,51.7508
"SPATA2L",20.33,19.4663,13.742,11.2751,30.3432,14.3309,26.2713,14.349,21.6463,25.5169,27.437,20.2833,5.2945,14.3275,13.1365,18.0762,16.9785,19.1923,29.7735,24.9936,23.6593,15.1575,14.9581,19.8801,21.073,14.9825,18.2833,29.1721,20.7257,10.3083,20.0709,15.9455,25.9444,21.6322,17.1861,21.3625,20.6051,10.9406,23.148,16.1821,28.6729
"NIT1",30.6486,27.0032,29.1925,29.5403,22.5112,31.2316,34.5254,18.6879,28.3622,36.5279,26.1915,25.1034,20.7898,24.9665,26.201,30.834,29.3698,33.045,32.1421,30.0785,31.0452,23.1257,27.6496,36.5965,28.5431,39.2564,25.2238,42.3131,30.1932,27.9229,28.6852,32.7513,29.6895,35.0566,38.996,41.0676,25.9016,28.4063,21.651,25.1216,36.3285
"DEDD",21.461,22.441,21.6404,26.8282,22.768,25.763,25.294,26.3836,18.8799,23.2669,21.2509,20.8707,32.9294,25.196,20.8722,22.7087,22.9199,25.0293,24.7061,21.0023,20.4616,22.3532,31.1714,25.8847,22.9214,26.6624,21.4828,23.0395,24.2659,30.8654,24.6641,25.0445,24.5298,24.917,27.3969,35.1248,20.6399,28.1937,21.438,21.2083,25.028
"ZNF276",2.7508,2.6363,3.381,4.7781,5.124,3.1024,3.1876,3.1698,4.1869,8.0539,3.0715,2.921,2.2624,2.7689,5.26,4.8842,2.6373,3.2573,2.8639,2.4934,4.1721,4.5147,2.8139,3.1455,4.2426,3.8906,4.4717,3.5864,6.3014,4.1381,3.8163,4.0479,3.0486,4.4088,5.1379,4.1488,3.6281,2.7394,3.1034,2.5775,4.3428
"NPM2",0.4568,1.0101,0.3926,0.8878,0.7716,1.1936,0.9291,0.9456,0.8948,1.2572,0.8631,0.9257,0.9597,0.7964,1.0646,0.8393,0.9532,0.9356,0.5385,0.7437,0.6717,0.4385,1.2226,1.0462,0.6979,0.6114,1.6404,0.6834,1.0101,1.162,1.1829,1.7724,0.9368,0.7628,3.6569,1.6622,0.5148,1.6501,0.7846,0.6779,1.2214
"CDA",28.3503,24.4521,81.8561,119.6023,11.2258,64.5169,159.6097,168.3566,146.1906,69.0144,116.1168,137.2581,25.3998,84.5896,100.8211,64.3992,81.3622,168.6831,216.752,240.1462,72.3158,33.7227,69.0681,36.234,105.4063,290.836,105.7004,136.9167,131.0737,87.0411,81.6846,92.4322,22.9033,177.9801,72.4778,120.4894,117.1758,106.9943,80.7953,109.474,140.4966
"PINK1",19.8718,20.2774,13.5322,17.0653,15.495,18.3572,29.052,25.0095,18.7151,24.3408,32.1769,27.2984,25.218,20.2348,18.7722,21.196,21.2444,21.0323,28.5522,28.8687,23.5109,18.3012,27.7071,12.9355,26.0089,17.0455,20.9163,24.5721,20.9976,18.848,24.5597,23.851,26.0018,18.813,23.276,24.0054,18.6528,18.0733,20.5662,24.5333,22.7062
"B4GALT3",24.6199,21.5588,22.7985,29.4036,29.5707,27.315,28.4506,15.6036,26.8807,32.5664,26.6387,26.1342,10.1587,20.3471,22.2879,29.9989,29.2348,30.803,19.2282,16.8547,32.8709,27.0228,23.3716,31.6987,29.7903,31.3611,32.5278,19.2209,30.7631,28.6849,28.7248,31.9271,24.8957,32.3485,37.6889,36.0138,17.0076,26.1142,27.2729,26.792,27.2045
"DMTN",45.0995,27.1475,27.4998,58.8033,35.0623,42.1548,33.1532,53.0215,31.9221,47.8273,49.4075,34.7551,41.5884,44.8446,32.792,34.6045,36.5822,46.1513,31.1445,27.8026,37.4745,43.2604,51.0569,27.149,41.2803,25.8381,30.1237,16.2429,32.8101,46.0545,37.8776,45.4588,42.5973,22.5423,53.3721,58.0878,25.7827,37.6202,30.6018,41.215,29.4596
"ADAMTS4",0.1823,0.6374,2.5658,23.5683,21.1358,2.4541,0.4714,1.1685,0.6355,6.2911,1.3445,0.3419,0.8733,11.5949,4.8913,0.3852,0.3578,0.3656,0.402,0.5631,3.5405,1.8499,0.7319,2.4426,0.2574,4.331,0.6365,4.8959,2.419,2.0346,3.4405,10.5868,1.142,0.451,0.1541,0.3317,0.7675,1.5117,2.2916,0.2104,2.458
"FAM160B2",12.6634,12.4791,10.8436,17.8594,15.0265,15.9304,12.8063,20.1311,14.1486,23.187,15.0534,12.5128,24.2732,14.4936,15.5111,17.4808,10.5258,12.0725,13.5721,12.6509,14.8876,17.3977,17.5286,9.2051,13.0525,16.2453,15.026,18.9623,21.273,24.1673,13.3437,17.8232,14.2041,13.4545,18.4718,15.7426,7.9108,12.7238,12.5428,11.6892,15.5791
"NDUFS2",60.0906,64.4179,50.8134,61.7498,57.2564,53.7367,61.3897,41.7809,51.0092,66.463,51.5696,54.4368,37.5852,48.6751,49.565,49.547,60.2101,46.8973,47.0242,41.1327,54.5656,53.6956,55.0303,51.8419,58.7975,62.4825,55.3462,49.0551,47.5076,45.9205,58.5526,60.0101,54.9103,54.8388,46.8677,56.7472,53.2688,45.3096,45.2904,46.0829,67.5152
"FCER1G",55.4467,106.5681,52.8254,53.81,32.5238,89.1696,77.6545,27.2406,83.6905,50.91,50.2837,63.4775,33.3532,52.9094,22.403,80.1036,73.1425,81.2529,34.6982,57.2472,65.4788,35.1194,84.4395,109.6289,79.1153,110.6721,48.1086,36.0752,80.8366,220.3526,74.8151,82.8037,94.8823,99.6999,91.9987,84.8533,37.5229,196.6303,58.5757,49.1129,49.8281
"TOMM40L",17.1142,15.5737,12.9203,14.8285,10.7256,16.9142,16.7396,14.0208,12.2243,14.9126,12.4596,12.4576,16.2911,11.9818,14.9836,15.1165,14.895,14.5394,10.3263,9.9269,13.3142,15.47,16.5126,26.1447,13.2179,15.9913,13.4445,13.0947,14.3914,13.9336,16.4085,16.3833,15.6008,14.5046,19.6636,23.6613,8.9031,25.3662,12.3292,13.8982,13.4554
"CCAR2",33.7518,38.3239,25.3022,43.3113,36.3325,31.793,27.8166,35.987,33.3694,37.6469,31.9911,36.1114,31.2458,28.7643,35.1493,34.9864,35.4618,26.1293,29.009,25.6281,36.7844,35.5181,31.6184,25.8523,36.8601,40.5527,41.8672,25.4108,30.7243,38.1314,33.8131,38.5086,33.4113,31.7825,35.0746,33.0631,26.4083,24.7355,31.7362,31.1796,38.4227
"CACHD1",1.9174,1.163,1.7301,4.7116,3.3315,2.9435,1.0294,3.2695,1.6468,2.8127,1.4863,2.2394,3.9021,3.9166,3.2841,2.4985,2.5936,1.7064,1.2773,0.9382,2.0278,3.1651,4.5879,0.8094,2.4543,2.0247,2.5079,1.5594,2.1404,4.6472,3.8673,5.1542,2.2497,1.0873,4.0945,2.0144,2.0018,1.84,2.0588,2.0581,2.2751
"CDC42SE2",87.2395,120.3017,88.2488,83.9624,69.3037,66.1203,81.3332,69.8721,84.0694,92.4867,88.826,98.9571,33.1155,83.0089,58.863,80.8402,92.1457,98.5476,89.0265,107.034,83.5968,72.7065,78.9819,115.9497,96.5765,96.6701,92.3527,70.5787,84.713,53.5545,95.3741,70.9349,89.5608,91.0255,103.2643,113.4689,95.0376,110.0542,86.0302,84.3205,96.0418
"RAPGEF6",1.8182,2.2417,2.3527,1.9201,1.935,2.4915,1.57,1.9173,2.1947,2.1138,1.7308,2.4891,1.3962,3.0594,1.9974,2.1172,2.1636,2.2913,1.9306,1.9004,2.1698,1.8811,2.3377,2.0946,2.4047,2.0673,2.4664,1.4143,1.9342,1.9967,2.196,1.8872,2.0762,2.1122,2.2391,1.9337,2.3363,1.3433,2.5024,2.0709,2.5776
"EPB41",12.1395,9.5077,9.2616,12.231,14.768,10.2598,8.6252,9.0328,8.4888,12.38,8.8594,12.4724,7.2131,8.5681,9.4367,13.7694,14.1232,7.208,7.9516,5.6831,11.9356,12.0603,10.104,7.5241,12.8102,8.2008,15.2564,7.9591,10.1864,10.9109,14.7956,15.2572,11.4594,9.8302,12.2805,8.8366,9.0399,6.8533,10.1897,10.6978,10.9188
"MIS18A",17.5382,26.3989,12.7895,36.5505,21.8994,21.2753,13.6096,16.8748,18.4925,21.9051,15.3002,16.7662,16.5492,19.6931,21.886,16.796,19.6231,25.7302,10.3707,8.0178,17.4603,21.5109,26.1916,22.4234,23.2579,27.615,31.7796,8.933,15.9178,30.356,18.9426,23.6702,15.4766,16.687,27.2159,29.2676,11.7645,23.658,13.8546,12.904,28.6404
"ALG8",19.5505,19.2978,18.6239,30.1498,23.3723,21.2078,19.4792,15.3284,15.4308,18.6108,13.972,20.7944,13.4866,19.9503,17.6433,17.9126,23.4027,21.3375,10.7729,9.0221,20.7741,21.48,23.0228,23.8133,19.5268,31.7213,20.7629,14.832,15.8929,20.1354,19.4958,24.1521,19.817,16.159,25.0671,22.1731,11.1475,23.5859,16.7735,16.002,26.6724
"FBXW5",194.8971,156.7583,100.9325,143.8095,145.3994,162.4643,235.1719,157.3229,188.4885,206.365,242.5237,168.1543,145.0915,135.6486,159.8598,184.7725,157.6694,181.589,186.1166,213.3034,202.7666,145.125,150.949,178.1505,202.8038,192.6431,138.1469,235.6897,184.8091,152.4258,179.557,202.0464,170.7256,168.2528,182.384,219.3728,142.5092,117.6022,174.7295,182.5251,188.4151
"CFAP298",2.2178,2.1891,2.8669,4.691,2.6516,1.9887,1.9865,2.2357,1.9293,2.9909,2.3894,2.5494,1.8468,2.6311,2.9228,2.8413,2.175,2.6047,1.5686,1.4949,2.4055,2.9536,2.5675,2.9027,2.5195,2.8648,3.0738,2.2441,3.2843,2.4903,2.0854,2.2941,2.084,2.2546,2.9167,2.3536,1.7691,2.9355,2.2468,1.9079,2.4409
"SYNJ1",4.8709,5.6937,5.5128,6.6101,5.7948,5.0165,3.9193,6.2911,4.586,6.038,4.2702,5.3424,7.328,5.024,5.7208,5.3976,5.4996,3.9102,4.6746,3.8452,5.3698,6.2509,6.1434,3.1857,5.9531,5.2763,5.084,5.0773,5.9609,7.0211,6.2988,7.5104,5.6232,4.4606,5.178,4.4307,4.417,3.7235,4.5219,4.7739,5.5591
"PAXBP1",5.3508,5.4383,8.8121,10.5909,8.0292,7.3093,4.9888,8.284,5.3259,8.5522,5.3713,10.2747,7.4694,7.0575,9.2202,7.8663,7.4101,6.7747,5.3026,3.1825,9.6623,9.6651,7.5084,7.923,9.9583,6.45,8.507,9.595,11.3556,10.4641,7.7093,9.9474,6.3734,6.0193,10.8857,11.5267,7.2475,7.5462,7.7423,4.5595,7.4946
"MRPL10",43.0324,45.5699,33.0646,52.13,43.835,54.4216,51.896,51.6887,41.6152,46.1015,45.4822,43.653,84.2232,52.0489,47.0834,45.0706,50.3165,49.1915,35.5155,34.6366,40.6442,41.3162,87.9612,69.7867,49.6459,57.742,47.4727,43.8069,41.1121,63.9609,58.5194,49.5838,46.9427,46.9892,60.2595,90.2859,29.1964,72.454,40.1981,45.8364,52.4102
"IFNGR2",131.3664,106.6963,107.0001,57.7264,61.8741,72.9682,128.6212,76.3491,97.383,85.5821,135.1064,122.5125,36.274,99.0091,56.3801,80.6752,105.3283,122.5537,137.4905,173.0512,100.1823,48.7146,78.9345,101.6841,124.4281,102.454,76.0367,111.8999,101.5613,68.4019,107.5452,83.7146,100.6605,84.5038,85.712,101.6183,106.0489,88.5472,107.1065,125.7777,100.9433
"GART",18.6324,24.4298,15.6477,30.7637,19.9126,19.0996,14.5541,22.1281,16.2364,18.5062,13.1331,19.7055,16.1942,16.7275,17.588,19.6199,23.4729,18.6755,12.0174,9.8794,17.2922,24.1481,22.5715,29.9981,19.9382,26.7448,24.6852,12.7993,18.5187,26.7071,18.0537,23.7311,21.0752,20.1149,26.0959,25.457,14.4839,32.131,16.5588,13.5129,24.6296
"SON",42.007,46.6098,40.8072,63.8017,54.9537,39.2573,28.0249,59.625,37.0148,50.3967,37.6595,42.8373,56.3395,45.2855,40.0677,43.2847,44.4509,25.238,33.6092,29.7911,41.874,52.7025,43.2086,21.1616,48.6983,37.7408,55.1371,42.0754,43.5094,50.4039,49.0448,60.9973,43.949,38.6032,41.1959,30.7675,42.779,26.301,37.5219,37.7245,49.1156
"DONSON",4.5633,7.0583,5.0173,11.8969,5.7956,4.463,2.6515,4.7868,3.8813,4.8677,3.5783,4.5018,2.5262,4.7813,5.9873,4.9971,5.3206,4.9016,3.4686,2.4805,4.532,6.0726,4.8001,5.5324,5.6418,8.36,7.14,3.8683,5.4498,7.0699,3.9782,6.5663,4.4875,5.3287,4.7034,5.0258,3.9502,6.9193,3.5833,2.5671,7.5429
"SV2A",2.3068,1.5769,1.9673,4.1354,2.8778,5.067,1.2815,5.6279,2.0873,2.4455,1.6122,2.1904,17.9368,5.3733,6.1841,2.5806,1.5554,1.7307,1.3926,2.0365,1.7672,3.2669,11.115,1.2777,2.352,3.6175,2.5928,2.2584,2.5861,6.1882,3.8731,5.9954,2.9848,2.0459,2.452,2.6271,2.1016,3.8635,2.5134,2.4244,1.9714
"LAD1",163.2481,169.9337,124.5552,204.4542,190.6348,100.9088,182.32,163.7466,120.6873,169.3811,130.6721,170.6036,24.7707,102.9358,145.7628,151.6889,163.0552,141.3553,157.2029,125.8787,162.6767,120.124,88.1038,154.6711,152.8895,170.6311,128.821,162.2857,114.3895,104.8824,169.0181,164.1622,152.4443,113.959,145.826,155.2354,108.5287,75.7072,132.1758,146.8687,193.8398
"TNNI1",2.8512,1.1004,2.893,3.4864,1.4994,0.9917,0.7861,2.3035,1.7101,2.2096,2.0182,2.6084,0.1579,1.8039,1.9043,1.1582,1.6428,1.2826,2.5044,1.8951,2.2545,1.3138,1.6761,1.635,1.8789,0.861,1.5576,3.1418,1.024,0.3905,1.3871,2.4875,2.686,1.131,1.9608,0.6457,0.822,0.8432,1.2956,2.2926,1.3324
"CSRP1",87.6959,86.0171,98.9929,520.7835,97.747,388.7954,66.0715,689.3922,64.8471,140.4641,202.5394,70.829,3023.9816,598.9249,266.6841,61.55,58.5759,82.6555,77.5803,179.7383,64.5893,468.5747,1199.9426,231.4361,67.95,180.3912,78.8827,255.4269,75.9043,472.0318,139.3853,92.7511,135.9968,47.5685,186.0184,485.532,82.8842,863.9375,57.693,127.3301,109.1158
"PRAC1",0.235,0.8846,0,242.3544,0.1812,2.344,1.1468,151.2354,0.4264,478.3846,580.8636,0.1064,0.2073,52.3608,0.9582,0.3022,0.9805,878.7107,234.0398,0.7087,0.8756,210.7403,1.5006,1.3183,0.5711,238.6176,336.981,0,517.5944,209.1094,0.9515,0.4867,0.7699,0.6103,856.4619,981.0822,0,404.0553,0.4815,1.7628,367.6894
"HOXB13",0.251,0.2409,0.0333,179.847,0.7288,0.933,0.3063,89.1009,0.3752,239.4362,151.2203,1.337,0,32.697,0.2581,0.3039,0.1232,285.2362,91.9247,1.2176,10.5189,244.3193,1.7731,0.1184,0.3876,79.6823,280.3605,0.1546,193.0849,65.9031,24.125,1.7538,0.4148,2.57,467.4498,310.1838,0.0822,182.1801,0.1695,0.2727,208.1234
"C1QC",320.0814,599.8397,185.5304,191.8347,193.502,523.3314,475.7919,141.3261,645.7546,316.7752,327.895,442.4718,192.5134,222.5643,138.9737,507.1978,430.4745,337.855,149.0961,362.9884,458.6755,154.1981,523.7461,690.9526,505.0987,450.8359,260.8008,270.3992,490.3094,1562.466,601.7983,511.1009,504.4948,603.6705,599.738,576.7748,218.8446,987.3712,316.6331,398.6856,270.9462
"ATP5MC1",160.6025,221.4765,119.0875,204.0146,156.0772,130.859,183.8437,98.7277,139.6639,183.1493,160.1534,167.3929,84.493,137.2155,179.3518,130.632,146.0788,207.3049,118.9757,96.1489,165.825,135.37,163.0054,306.9692,136.6162,202.326,157.5768,107.9184,148.7575,128.0125,143.579,132.338,138.5128,159.808,136.9727,218.1715,106.9574,231.0389,114.9168,94.1702,199.5141
"RCAN1",31.4551,42.921,39.8766,43.3094,26.4464,31.255,26.5,27.2899,27.2083,77.9784,33.3895,31.0402,17.9447,40.4361,21.1975,24.5222,29.1509,27.0564,59.6877,54.7653,23.0751,27.5358,31.5264,29.1733,36.6516,36.7563,39.093,27.4319,27.2765,24.1289,29.4363,23.7253,37.478,31.586,20.9683,22.0762,51.0445,23.9525,19.7138,28.5627,46.512
"UBE2Z",49.3078,71.0162,45.7927,61.7685,51.712,48.805,47.46,56.465,53.0093,58.9718,53.7383,53.9276,55.6224,56.6606,48.9063,49.0181,54.0118,56.2016,51.0919,44.0894,51.2112,50.3984,65.9198,59.9954,57.2052,57.3985,60.5109,50.4572,52.4202,62.3359,59.1283,58.7426,56.5125,50.5844,65.7838,66.0897,43.7697,67.5261,49.0163,50.0593,60.8233
"CIART",0.4726,0.771,0.5686,4.0853,0.8989,4.5572,0.4998,2.3175,1.2196,0.5835,2.6389,0.6418,39.4716,2.3569,1.8722,0.6887,0.5094,0.1976,0.4044,2.4391,0.369,1.9956,21.006,1.3888,0.4748,4.3062,0.6159,2.9857,1.5294,5.6998,0.6014,0.4786,0.6784,0.491,1.2357,1.3039,1.9735,2.3083,0.3874,1.5273,0.3199
"SNF8",14.3846,17.0827,10.6206,17.2333,15.3111,14.326,16.1927,12.7526,14.38,15.0574,16.6559,15.6022,13.9361,14.3013,15.274,14.9742,14.0129,15.6329,13.566,12.1233,15.0476,13.9954,16.5946,13.3657,13.81,17.4338,13.3874,15.6933,14.0206,16.3945,15.6238,15.6455,14.3835,13.5471,16.2951,18.5214,10.2809,16.4339,13.9412,10.7021,18.0416
"CLIC6",7.014,4.474,8.2086,3.6518,3.1068,25.6558,5.2123,5.766,13.5761,16.6446,3.0108,6.2453,2.2893,2.6862,4.3873,8.4094,5.8648,11.8502,1.5471,1.9195,1.5834,12.5574,3.1525,6.1543,4.9835,4.3114,5.2877,0.3866,5.2983,2.4898,9.8844,7.8651,3.7522,7.3968,10.5791,1.6118,4.4194,3.0365,10.1757,2.9461,12.5992
"RUNX1",5.2849,5.5404,6.8841,4.8747,8.4748,5.9027,4.7574,5.7859,6.3028,6.106,4.1828,6.7103,2.2221,4.4584,5.6845,5.7476,5.9794,3.8211,2.5493,3.2248,5.5779,6.3514,4.1003,4.1066,6.1802,7.1154,7.0059,2.746,5.2956,8.5401,5.6278,11.1262,6.0457,4.9063,5.6892,3.9724,4.5369,5.8471,5.0004,4.8493,6.6436
"CBR1",89.208,116.2766,68.9671,74.2487,45.369,60.2727,95.3744,55.3679,62.8899,46.3331,47.3429,85.6431,56.0818,51.4333,51.5661,109.3248,74.2415,123.1883,82.1511,102.4953,78.4229,71.6764,85.8218,164.5554,102.4529,57.6558,41.363,579.1352,43.3283,58.7377,40.5639,45.5826,66.1435,64.9928,59.6354,81.733,53.7272,76.0417,74.5787,48.6916,52.0999
"CBR3",1.6638,3.1604,0.8115,1.6576,0.9709,2.4673,1.3169,3.8341,1.904,1.1994,1.4373,1.5471,6.4275,3.5073,2.3054,2.1975,1.079,1.8533,1.9788,1.7181,1.1012,1.8127,6.0885,2.0905,2.5357,3.0445,1.0047,1.7423,1.8983,3.9516,1.5608,1.7388,2.5259,2.336,2.2678,2.1475,1.7528,11.3184,1.3638,1.7128,1.9338
"MORC3",12.1512,14.8189,15.2618,14.6319,12.4426,14.5556,10.8275,13.6873,11.2345,14.1344,11.0612,14.1211,18.5501,17.1453,11.8815,14.9416,14.5615,13.5537,12.8732,11.8513,12.5945,12.6939,19.6983,12.6414,16.4774,13.4553,15.9417,10.5534,14.8709,16.8582,15.6467,17.1957,15.8736,12.8611,19.3472,15.3069,13.1713,17.9294,13.6456,13.4187,15.5441
"CHAF1B",3.2006,6.7313,1.6265,6.8642,3.946,3.5379,2.2209,3.1605,3.5847,3.7393,2.0351,3.7098,2.3274,2.9531,4.2825,3.7088,4.2471,3.1354,1.8056,1.4587,3.3516,3.6456,3.6838,4.6796,4.4281,5.9193,4.801,2.0625,2.4003,5.8481,2.4721,5.0633,2.8317,3.6199,3.2847,3.4712,2.3379,5.5176,2.8541,1.5934,7.2474
"SIM2",0.0176,0.0073,0,0.0616,0.018,0.0097,0,0.0196,0.0071,0.0173,0.0322,0.0053,0,0,0.0136,0.0075,0.0061,0.021,0.0107,0.0176,0.0311,0.0084,0.0149,0.0188,0,0.0299,0.0327,0.0123,0,0.0101,0.0068,0.0162,0.011,0.0304,0,0.0186,0.0081,0.0101,0.0048,0.0473,0
"HLCS",5.6146,4.7814,5.7651,9.5706,4.5531,4.7598,4.0711,6.2339,3.8968,5.9742,3.7712,4.6739,6.7983,3.6672,4.3746,5.7389,4.5844,2.8287,3.2816,3.05,4.6879,6.3694,5.2861,3.3922,5.2968,4.5126,5.2013,5.1065,5.9493,7.8659,5.6815,5.8563,5.0447,4.139,5.889,4.8627,4.3593,3.5084,3.4517,3.9198,4.174
"ARHGAP27",32.9295,30.9756,32.2286,30.5943,38.7416,27.0244,37.229,21.1067,33.3583,45.7644,37.1184,31.965,5.3626,20.8632,26.7126,36.0581,27.3702,29.457,40.5508,31.1486,41.7656,25.0913,18.4298,25.5998,39.3458,34.5861,33.5898,33.2023,45.9297,19.2319,34.199,32.6812,30.8483,32.4348,31.8946,25.3048,44.3594,13.1494,33.5544,26.8785,40.4001
"ADPGK",15.1261,18.3467,17.172,23.2199,19.9548,17.7517,14.5421,13.8267,16.6784,20.8549,13.9607,17.6135,10.6419,14.4171,15.5086,18.2938,16.8299,20.9758,12.8957,11.2904,17.8452,17.6583,18.615,29.7907,18.6707,23.0241,21.4927,14.5399,25.5004,22.4904,18.9537,19.634,17.6461,17.4528,23.0232,22.2113,13.5775,29.4549,16.4859,14.4717,18.2224
"PTMS",148.9722,129.0448,155.7065,609.0035,251.4803,437.2681,164.3582,678.2835,177.1147,330.0867,262.8478,139.3578,1240.4108,556.7806,290.3302,190.2935,154.531,351.3652,136.6814,170.4201,188.4656,447.2662,569.922,261.2056,141.4563,214.393,382.0543,346.918,183.8428,521.8467,204.8308,262.6505,173.4565,131.4237,412.247,604.9086,150.0287,607.7575,141.9502,207.2679,235.6735
"ADIPOR1",93.0157,98.6226,78.6373,95.9752,88.4879,92.3791,94.8519,70.3286,78.9001,96.7064,88.2321,90.793,68.3052,84.974,69.6944,93.6792,96.8114,114.7768,96.9822,81.5648,91.6062,80.839,94.6127,94.4739,102.8898,102.1706,100.8216,100.0744,96.763,94.9646,106.7493,103.5027,102.9521,90.9181,131.0555,123.5797,73.17,101.9478,90.3528,91.9846,104.5673
"CYB5R1",15.4555,13.5198,14.347,19.0451,15.7055,23.9042,16.3736,21.482,16.1607,18.5372,17.0011,15.4846,34.919,22.0424,16.0424,16.9351,16.4361,20.467,11.368,13.0904,14.6273,17.3345,33.6418,24.9675,16.9089,22.2043,20.1886,19.6136,19.5981,28.4367,20.7001,19.7986,15.46,17.1028,27.8235,28.4965,10.9798,26.3688,15.2628,16.3753,16.5898
"PSMD4",79.3735,100.3396,70.6099,122.1117,83.4848,96.5509,93.6619,104.3345,85.041,100.3999,94.8814,88.3394,128.6858,109.8365,89.6455,85.8339,83.7193,104.7492,75.2718,73.2943,82.3433,89.225,141.8577,110.3771,90.1651,136.8781,104.4521,102.8731,76.2351,128.368,88.1548,88.643,90.344,88.362,113.903,150.447,64.5621,147.642,80.4648,77.5536,104.2913
"ATP13A2",31.1409,39.5102,22.0866,54.3794,36.3385,39.1341,35.5173,33.7935,35.3987,49.6759,41.2425,50.6183,16.9603,23.5397,35.4286,41.6285,35.9097,36.6653,39.8113,35.9237,42.1798,46.3443,29.9223,22.8849,42.6427,53.203,38.4283,30.3908,36.3413,43.6322,34.3686,47.9937,42.2949,38.5788,43.2289,31.5788,30.0772,24.4343,39.0973,39.572,50.0684
"PSMB4",180.5288,287.0178,147.4053,225.8132,178.8107,199.4835,222.4734,173.254,210.1157,199.6575,202.3899,209.7012,206.797,193.5639,194.5008,185.6048,187.4522,273.8776,177.1558,170.0898,184.3194,175.5236,274.5065,345.9968,202.1198,314.9412,204.4999,240.7706,185.0206,245.1569,187.7554,192.1637,219.2686,229.681,265.0838,356.7958,149.4365,452.7028,183.4989,181.9445,227.0023
"BTG2",112.5958,70.7858,377.8961,531.7901,135.0345,432.9823,204.3277,131.4971,120.4778,457.4219,148.5318,126.8785,109.9572,359.1965,495.6814,131.5654,147.895,191.9314,120.7869,80.8528,134.0771,139.4588,176.5246,115.8059,154.8848,135.575,191.5371,169.0773,180.1261,174.7101,154.6594,245.1094,140.2022,177.3684,201.429,238.7806,96.7806,185.2117,111.72,119.0056,245.7839
