"","TCGA-AG-3731-11A-01R-1736-07","TCGA-AF-2691-11A-01R-A32Z-07","TCGA-AG-3732-11A-01R-1660-07","TCGA-AH-6643-11A-01R-1830-07","TCGA-AF-3400-11A-01R-A32Z-07","TCGA-AG-3742-11A-01R-1660-07","TCGA-AG-3725-11A-01R-1736-07","TCGA-AF-2692-11A-01R-A32Z-07","TCGA-AF-5654-11A-11R-1660-07","TCGA-AF-2689-11A-01R-A32Z-07"
"KIF16B",21.4773,38.8208,26.4017,28.9629,33.2474,19.4129,10.687,26.112,41.8781,29.2427
"TRMT6",11.5408,20.1001,12.5654,11.6289,16.3985,17.2338,10.5489,15.7821,11.5203,9.3331
"PEBP1",553.0783,383.1668,662.6564,350.4231,660.8891,625.446,437.2343,568.1275,517.9287,500.5706
"BRAP",16.3685,14.7803,23.8743,18.5248,16.861,16.3668,9.2971,15.4034,15.6571,17.2616
"ERP29",183.5241,175.4085,142.8015,154.8329,223.5717,174.3916,179.0636,170.5733,195.6663,182.231
"FUS",55.2879,90.8371,77.065,73.3779,69.2299,57.6337,24.0822,95.9291,63.9667,81.2426
"IGBP1",127.1951,75.462,139.1308,88.9882,104.0928,167.8524,188.9125,95.4648,97.7303,91.551
"FXYD5",34.6607,38.0805,29.3709,34.1259,14.7047,31.3093,24.0471,35.2858,18.5711,42.5409
"ZNF302",13.1409,6.4053,23.1803,14.446,7.3759,20.0736,12.5018,9.5297,7.9522,8.268
"FXYD3",7.4719,5.2717,6.0869,12.7205,8.9578,4.9759,13.6,3.7784,27.5695,5.9608
"HEPH",114.9652,182.5606,195.8711,135.0369,167.8671,125.8784,86.2153,189.7785,238.1945,176.9531
"CDIP1",21.5742,25.1957,30.0719,22.4541,14.6944,24.5769,11.8342,27.034,19.5037,21.1957
"CMTM1",1.391,0.5799,1.56,0.8227,1.0816,0.6879,1.1312,0.831,1.244,0.7399
"GANAB",231.748,239.2443,230.7506,189.1157,349.4505,147.5066,102.1763,297.569,267.7568,222.9553
"GMIP",26.0181,38.8923,16.0035,34.3523,46.509,15.92,14.9464,23.8818,31.6954,38.3472
"RBM41",5.0852,2.9766,9.3346,5.8401,4.116,6.1118,3.1075,4.3984,4.6237,2.7159
"BIRC5",9.6412,23.7174,9.6805,16.7441,43.1569,32.9187,52.0242,17.2591,44.4068,25.5454
"LAG3",5.5345,5.1084,4.0083,8.6273,2.1682,5.5554,2.7332,6.5295,3.293,7.6516
"MLF2",179.3543,171.4426,143.2423,131.7974,193.4436,171.6433,137.6203,170.0574,150.7108,142.2692
"OTUB2",1.3814,1.3272,1.2933,0.9591,2.0832,0.7494,0.9691,0.8736,2.6718,1.0832
"DDX24",39.0112,56.1967,63.1089,42.9462,42.1687,46.5291,19.2393,61.5196,32.8756,45.4954
"ZBTB25",1.9507,1.3425,3.4031,2.9461,1.3357,2.3088,1.4644,1.8838,1.5236,1.6598
"NECAP1",13.181,11.6294,12.2058,11.4129,13.6147,16.6338,14.8351,13.1222,14.9367,10.5235
"ARHGAP4",10.9465,9.9919,7.9618,16.1052,8.9232,5.2376,5.4529,13.678,4.3879,11.8131
"DHX32",51.359,49.9611,39.6862,42.9902,60.603,48.33,50.2116,39.7134,54.2052,43.1097
"RCOR1",21.1286,33.9293,31.7197,25.142,31.6718,20.559,10.298,35.1521,29.9237,22.3161
"GPATCH2L",4.3096,3.7554,9.6332,5.0808,2.614,5.6836,2.8582,6.4178,3.0597,3.6014
"LTBP4",87.8731,166.1674,209.0447,103.0082,109.3157,78.3053,41.0573,243.3156,73.3957,175.8914
"BLVRB",128.8909,120.2233,96.7973,79.0649,134.341,152.64,168.8691,111.764,113.3312,99.429
"SLC9A1",50.2529,93.6509,51.587,80.3507,108.0359,27.5298,15.58,70.2555,80.1083,87.5474
"SPTLC1",46.626,48.3058,55.0052,43.0599,61.086,58.3584,43.8371,44.022,55.5631,36.7187
"PAPOLA",42.1828,40.538,53.9666,46.7075,46.2154,48.3007,33.6005,46.8023,45.3058,37.0021
"CCNK",3.7681,4.1924,3.4252,3.4824,4.6087,2.8104,2.0887,4.5073,3.9426,3.2089
"PCBP4",16.5587,15.356,19.2218,12.4742,12.5368,17.9183,10.3744,17.7137,12.1677,15.4524
"RGS1",96.3352,38.7756,88.2496,98.4969,6.1404,124.6547,44.2422,90.2283,4.8041,70.1805
"MRPS33",31.5375,21.6145,24.7313,20.2074,26.493,42.3893,61.5506,22.7861,27.9639,21.0805
"NDUFB2",39.3275,42.3054,33.4038,39.1296,47.594,45.1148,87.5917,37.9083,41.3209,35.6118
"NUDC",85.2161,130.7357,99.3414,77.7357,112.0464,97.9362,57.1659,120.2977,71.7821,108.2395
"MAEA",26.4444,29.775,21.8271,21.5839,37.3472,23.7593,21.6872,25.6587,28.481,25.4703
"ICAM1",18.4685,72.1959,12.7258,19.859,5.9183,12.5006,8.8246,64.5798,9.8359,17.321
"STRN4",31.6922,38.429,30.9539,27.3421,39.0684,29.691,18.263,35.1796,28.4188,31.72
"IRAK3",3.1708,3.2447,3.7743,2.3326,1.4075,3.0407,1.4506,3.4747,2.3637,2.2751
"LYZ",297.2106,164.6892,218.671,179.8453,78.9854,390.6652,512.7099,324.0197,120.8341,159.796
"SI",43.5747,25.4557,66.278,78.9609,39.4977,39.3479,48.6782,48.6179,22.0071,45.0433
"MUL1",60.7001,90.2345,71.4214,54.48,86.8345,74.3606,52.1202,83.5568,67.0982,70.1145
"TFAP4",3.8659,4.7248,4.2412,3.5141,8.2822,3.6263,2.7217,2.2337,4.3411,4.009
"PDCD7",19.6688,16.8573,30.7725,18.838,18.642,22.6214,13.0121,20.7297,12.1491,18.6369
"SPG21",70.7941,54.7528,57.469,52.0474,56.755,91.3403,48.8979,61.181,58.8867,44.089
"DNAJB11",13.2981,29.7881,11.6919,12.9732,22.6796,14.2436,9.8666,20.5767,18.4719,15.5639
"P3H2",17.2219,50.6034,37.4478,16.2742,40.6831,31.2562,10.1463,41.9118,26.8157,40.3094
"CHRD",2.0855,2.0454,2.3613,2.2644,1.1677,2.0727,0.761,3.2221,1.2807,2.7525
"RAB11FIP3",15.2337,17.4578,30.2724,17.2776,12.8458,18.9889,9.4896,26.1739,12.8808,20.2221
"GNPTG",39.5205,32.3086,31.5503,28.0045,35.2666,39.4803,39.7676,32.3339,28.4128,27.7888
"ZNF268",3.3611,2.4938,5.7328,3.3827,3.1849,4.9496,2.8922,3.7924,3.2379,2.9002
"GOLGA3",23.7369,47.322,27.6436,32.6366,42.284,18.4547,8.6555,49.1143,41.2204,38.1973
"PABPC4",28.5411,26.4103,37.2896,26.5051,20.0211,26.0694,12.4205,31.6367,19.0422,26.3921
"CD209",12.3839,10.8148,8.8224,7.7991,4.6014,7.3061,6.4728,11.9671,4.1827,7.9638
"CERS4",8.0074,7.2212,15.6522,10.6154,1.8217,11.3446,7.5942,10.5884,2.2645,10.6442
"MCOLN1",17.1185,13.8317,12.9106,14.1598,17.3233,15.0225,10.0658,14.4959,16.4363,14.9065
"USP48",16.1891,14.8838,23.2263,16.6965,15.668,16.7499,8.6135,20.6655,16.103,15.0285
"EFNB1",86.4021,123.8994,70.269,80.6654,164.1642,63.0405,61.0519,108.2772,89.3622,103.8466
"PDPR",11.7425,12.991,17.2929,10.7012,8.1406,9.0184,4.2942,16.8974,12.1572,8.2822
"AARS1",24.93,30.3738,42.4687,25.4771,25.8442,23.7981,11.734,36.6029,23.3973,30.1965
"GLG1",37.2032,47.8842,59.9619,38.3557,50.5467,25.6116,12.2799,60.8244,47.0624,46.6729
"KIF4A",4.3335,10.3575,6.6766,7.2644,22.3013,6.5774,7.1175,12.4885,21.0875,12.7325
"TNRC6A",10.6971,7.3049,19.3358,13.7611,6.5684,9.1283,3.2716,11.0119,9.2143,8.0246
"PLEKHG2",5.2587,6.7977,11.5721,9.1475,2.4913,5.417,1.5198,12.0942,3.0249,7.3895
"NAT14",8.2117,11.2424,14.689,9.4399,3.7121,12.2217,4.4551,12.7842,3.6436,12.3895
"PITPNM2",5.8612,5.3442,10.5274,7.9679,4.3817,5.3227,2.1274,10.1571,7.6462,6.6207
"EXOC1",18.1867,14.5933,23.4708,19.3269,18.2148,17.954,15.2169,16.4299,20.8763,16.8119
"RBM27",7.8128,11.0518,15.6791,11.5073,11.5282,12.8892,5.9188,11.5246,11.8073,9.4887
"OSBPL8",17.8563,14.5883,32.7768,17.1738,10.0227,29.237,15.8987,18.414,17.8412,13.4013
"DTX2",22.5215,17.6929,13.2714,16.5389,24.0171,11.8389,11.3595,17.1845,15.7157,21.1306
"PUS7",7.0216,14.4458,8.3515,4.5541,13.4633,6.6802,4.7703,9.9816,7.7397,6.6255
"LAMB1",24.3539,27.698,47.0883,25.2217,15.7433,20.0433,8.4966,41.6951,23.8031,26.5367
"SLC26A3",1444.618,3587.5443,1624.7092,3848.2269,3027.0651,1498.4894,1558.5027,1684.4237,4379.8827,3194.5822
"DLD",91.8124,89.6409,106.1413,87.7753,103.5025,105.9501,68.5119,105.9924,105.672,76.3858
"WDR7",8.2607,8.7356,13.2616,9.3198,7.8775,7.4568,3.2776,12.1096,9.02,7.9003
"TXNL1",16.428,17.0011,27.5931,16.9035,19.1941,25.9114,26.4233,17.6632,15.7677,17.0798
"ABCC6",4.2625,2.4742,3.1254,5.4551,5.0287,2.136,3.8443,2.5579,6.0698,6.8135
"CMTM6",90.1981,95.5712,92.6458,89.8594,96.7646,124.4927,111.7496,97.8571,100.0291,74.3163
"ITGA6",89.9599,235.4035,87.4898,83.0525,189.0119,58.1354,36.998,153.5486,160.827,96.329
"RAPGEF4",1.5015,1.3564,2.0015,1.0784,0.4582,1.73,0.6606,2.236,1.379,1.2533
"MAP3K20",26.9185,26.6845,121.2532,36.9113,7.0645,72.7087,11.7751,52.5875,7.0835,27.4397
"FH",155.5259,182.5179,149.5739,120.7165,226.3857,165.0961,132.3629,176.2061,193.9785,154.6866
"SEL1L3",86.515,73.5222,58.0144,77.02,86.5721,53.1763,48.1916,71.7505,87.8792,65.3734
"ALKBH5",71.1598,84.8917,97.7852,77.2324,85.5098,102.1278,44.3836,102.4034,57.4319,85.6917
"NLRP1",3.3579,1.6909,3.8421,4.7137,1.0604,2.9995,1.0214,3.7198,1.6686,2.2535
"PITPNM3",11.8205,19.5311,20.1742,7.9345,12.0184,9.7565,4.9697,13.655,10.678,10.4775
"SPAG7",49.1819,42.8279,50.5145,34.4081,45.9222,60.8499,54.2547,44.7111,44.7572,47.974
"ORC6",1.6079,2.3907,1.782,2.6922,3.8555,2.2488,4.4152,2.4321,5.4983,2.2281
"ZC3HC1",9.6979,8.8382,13.9702,7.8582,11.1822,12.697,11.7384,10.0758,7.3447,10.4952
"ANGPT2",1.5222,1.485,1.9375,0.9203,0.9682,1.6431,1.0635,1.8619,1.7844,1.2536
"CD200",13.4726,5.1307,13.2643,11.6355,7.3684,12.9591,11.2811,7.9632,3.1791,11.1832
"CCDC80",73.5268,53.0388,124.2909,52.6517,12.8525,64.3699,15.7304,102.8968,16.0381,46.0372
"PSME1",345.8201,268.2792,309.8584,288.8451,302.4463,428.1143,503.4089,295.191,324.1818,302.6197
"PPP2R3C",11.7501,12.0825,16.4464,12.441,9.4837,20.9306,19.5455,11.564,9.7843,10.6631
"HAUS4",15.7305,7.1943,16.4177,11.1851,12.5947,15.4188,24.6205,11.9866,11.4847,9.7585
"SLC7A8",30.3485,18.8699,15.5026,15.0758,23.691,15.9675,12.4702,24.1011,12.975,12.476
"OSGEP",16.8192,12.9926,16.2622,17.5483,17.3603,19.3688,21.1348,15.8755,15.0885,14.7951
"SLC22A17",13.7183,19.0404,26.5821,11.5511,3.6926,16.2545,3.595,28.8027,3.2229,21.2121
"SCFD1",5.8979,4.9916,6.0735,4.4755,5.9556,7.0827,6.3633,5.1207,6.2127,4.3869
"G2E3",5.4174,3.8405,7.5728,5.5613,4.8896,9.1089,7.8034,4.5096,5.9265,3.0631
"HECTD1",24.6908,34.4004,42.165,27.2832,34.5401,22.1261,9.4074,38.4879,30.5734,26.4855
"HNRNPC",141.2119,150.8573,140.9785,116.791,154.9306,178.9178,162.0746,149.4301,127.7638,122.5032
"SUPT16H",45.709,63.9198,75.8996,48.8764,63.8113,51.4338,19.7237,67.5494,46.1191,51.3941
"TOX4",33.5577,34.0719,45.2619,29.288,37.8243,39.9032,24.0817,37.6868,32.1156,31.5637
"GEMIN2",7.5759,5.4891,8.7534,7.1039,8.0112,10.4037,18.8026,5.9898,5.7769,6.4406
"TINF2",58.9083,58.1121,59.021,49.2192,52.7245,87.5261,77.3873,61.6331,43.885,54.9685
"SEMA6A",24.7104,33.8872,28.4231,29.3482,33.4512,16.171,9.2208,42.9458,36.575,29.4253
"TRPM7",10.736,8.4797,15.8829,11.2141,13.4543,13.5631,11.416,11.8983,13.6907,8.0096
"TYRO3",1.2913,2.1693,3.3442,1.5038,1.0343,1.7131,0.6709,2.5801,1.2507,2.3149
"WDR76",5.4035,8.6448,10.3725,9.4393,10.3042,8.5668,7.4074,8.0947,6.5283,9.4859
"SNAP23",9.9067,8.9558,8.9039,8.3541,7.5075,10.8228,11.0899,8.5833,8.0972,6.9066
"PHGDH",5.8557,5.4909,12.4777,7.9289,2.7021,9.5436,3.3264,12.9571,7.4866,10.4395
"COL9A3",2.0415,2.2267,3.9466,2.7542,0.6149,2.2099,1.205,4.4062,0.8839,2.7297
"EZR",318.5753,1262.4146,267.1444,577.7338,849.4796,286.5334,194.1668,844.4206,798.5596,620.6593
"MYL6",507.0527,687.0197,1036.645,584.8026,486.4674,1539.3206,1576.6219,765.3372,395.279,820.2966
"AGO1",8.8684,9.4349,15.308,11.66,9.9522,7.4284,3.2453,13.8476,9.0762,10.5244
"CLSPN",1.0198,3.0893,1.1342,2.3798,3.234,0.7032,0.4907,1.9922,2.3216,2.0344
"RFFL",8.4815,12.8957,8.1395,7.7066,11.4141,7.7827,5.7757,14.4736,10.5784,7.6129
"UNC13D",11.339,8.4208,7.23,17.4207,20.5339,6.9702,7.1028,12.0778,13.2223,13.7512
"MFSD11",12.792,12.7449,12.157,12.5338,18.8576,13.4871,10.3757,12.6396,17.1541,12.7891
"DPYSL2",24.3826,41.113,68.9359,27.9592,19.1902,29.9525,9.9671,62.9762,31.8648,42.4495
"TGFB2",1.6336,1.3692,6.9051,1.6311,0.373,2.7165,0.5917,3.8056,0.275,1.7917
"GPATCH2",3.9183,4.2223,5.3353,3.5445,3.6876,5.5592,3.944,4.5619,3.6478,2.9018
"NUP50",16.8183,18.6777,19.7678,21.7864,24.2815,15.7377,10.6164,17.5122,22.5227,18.1379
"CDC45",5.1149,7.6315,3.8677,7.4115,12.1086,6.0393,9.7498,8.7444,10.2973,7.3147
"COMT",26.5354,23.9726,26.1376,19.6492,24.4437,28.9865,28.229,28.6817,21.5392,23.3879
"ADA2",41.14,27.8432,18.9884,20.7275,13.4601,32.072,13.7927,36.2,9.6226,25.7559
"ECHDC1",39.4463,55.2795,53.7754,36.4965,38.6591,73.9295,60.871,48.2103,42.2159,39.8325
"LRRFIP2",20.6228,18.5307,22.2153,24.3827,23.0314,18.222,13.5884,19.8991,30.8966,18.9858
"SEC22C",10.2961,8.7079,21.31,9.3342,5.8437,16.1238,8.1817,14.421,7.2256,9.6733
"XYLB",5.7248,3.8774,5.7937,5.0481,6.2001,3.3449,4.0547,4.7349,6.6251,3.4918
"HDAC6",13.954,12.0353,10.8727,12.5264,16.3175,8.7159,5.8024,13.679,13.752,12.0064
"CDC6",4.4411,11.7277,5.0087,6.0564,11.554,5.8094,3.757,12.4374,12.2938,7.3866
"UPRT",11.1996,10.4501,11.6218,9.7607,11.0764,13.6172,8.9489,11.2917,10.9546,9.5569
"CDC23",21.3884,18.4055,31.3887,20.203,22.1456,23.243,15.8832,21.4765,20.1014,19.48
"AAAS",21.2526,20.9276,19.9381,16.8283,27.0802,18.5809,13.4768,24.5105,19.8809,22.2876
"CBX5",13.283,17.2526,24.6922,17.6475,20.7508,11.0318,5.2986,21.9768,20.4182,16.9465
"SUCO",14.8752,16.0967,18.5282,13.9512,15.0906,17.8631,11.2191,17.4596,15.5686,13.2479
"MSH2",5.2531,6.3491,9.6735,6.7925,7.704,6.5423,3.9462,7.3119,6.3048,5.5454
"MAP3K1",11.4905,8.1903,14.8557,13.8766,7.4867,9.8842,6.003,8.6631,7.4417,10.1423
"DHPS",0.7341,0.3559,0.6433,1.3127,0.4827,0.8313,0.1999,0.8159,0.8232,0.2941
"HOOK2",12.7145,9.4598,11.1847,14.6606,22.9181,11.5957,10.5507,12.9164,21.8272,15.5289
"NXPE1",84.4338,28.7104,70.4719,49.2462,84.5709,31.1712,57.7677,27.5562,57.5459,23.8502
"ARCN1",158.3802,174.8592,174.3573,130.5134,183.7263,158.6064,95.1422,160.8263,170.2006,131.8702
"EPB41L4B",78.9791,62.2383,69.3345,100.0145,110.4121,67.2102,60.4932,71.913,147.4244,69.707
"TMEM38B",12.75,13.1138,16.6646,17.9386,15.2597,24.5003,38.785,13.7725,26.5819,11.2442
"PSMD5",24.25,23.164,37.9244,27.1588,24.9517,26.9801,19.56,25.3394,26.0105,18.5986
"PTGS1",59.0115,85.9657,219.1297,70.3407,13.3818,148.8509,20.3432,185.9918,13.4941,91.1714
"NUP188",16.561,31.5257,21.5545,17.3591,28.9727,13.2079,6.1006,28.5477,17.3436,21.1584
"CRAT",51.1978,41.8607,72.785,77.1091,93.231,48.7767,34.6073,63.395,78.3645,48.5144
"SH2D3C",8.1347,5.5876,8.7897,10.5799,3.6208,6.0804,3.1942,7.9599,4.9824,9.0567
"NANS",92.2585,89.4974,35.4456,48.9156,92.8558,70.2583,64.7172,56.2777,82.2113,60.8724
"TBC1D2",24.53,36.4184,19.2891,21.2562,45.9193,14.9784,13.951,21.6453,30.9508,21.2387
"WHRN",3.4653,5.5483,6.715,3.6581,1.894,3.5744,1.1622,6.4027,3.973,3.9999
"CWF19L1",12.6304,12.3389,10.7586,11.9846,15.1696,17.5469,21.1263,12.9499,12.2288,9.9869
"SEMA4G",68.8268,45.8621,33.2729,45.2145,82.9775,33.9129,31.3341,44.4247,63.792,43.8753
"BTAF1",11.5448,11.5641,17.4844,14.1794,9.8741,10.0826,5.0454,15.8137,10.954,8.2116
"IKZF5",12.3121,7.6503,19.737,13.1458,8.769,19.8523,15.8865,11.1485,11.1429,8.7567
"BLNK",9.1988,6.9272,7.2262,11.9703,9.0814,5.6644,5.9689,6.7081,9.5301,8.4529
"SORBS1",84.6331,88.5836,328.9496,107.8582,12.6099,188.8096,28.6141,196.3308,10.159,100.6447
"BAMBI",9.7648,18.6432,6.8806,17.1154,21.8863,13.8807,12.1795,15.4406,3.8156,16.0237
"IL11",0.1902,0.0793,0.1707,0.0563,0.1614,0.0579,0.1733,1.0277,0.0888,0.1542
"WAC",37.0219,33.6789,58.9097,39.754,33.7149,44.0226,21.0974,40.7983,34.4777,35.2947
"CREM",11.6923,14.619,9.8808,7.5606,4.7265,18.9077,11.0387,27.1284,4.6995,9.7277
"NUBP2",23.1393,22.9809,21.0101,15.8058,30.7968,29.2723,31.2087,23.2707,17.1547,24.4476
"SMIM24",47.0222,30.0815,18.4555,22.3799,49.2471,52.1347,89.3417,24.9455,93.6844,39.6986
"HIVEP1",5.6938,8.7478,9.1538,8.3166,8.6781,4.6703,2.2769,11.1437,6.8834,6.9372
"TREM2",6.3272,9.6501,3.7567,3.7836,3.2887,25.4865,26.2133,9.7157,0.7236,6.6939
"FKBP5",19.3315,39.2952,17.6754,26.5153,35.3427,31.474,8.3518,23.1177,49.8036,20.4813
"SRPK1",21.4371,21.5192,21.5556,18.5058,31.5054,17.7354,17.4938,22.4148,23.575,16.098
"BRPF3",48.1395,32.3432,49.1971,42.1809,51.8415,27.4543,21.0709,39.7546,47.0542,36.6474
"MRPS18A",42.6676,65.2532,27.721,30.5122,61.2929,51.9422,60.3551,58.4318,38.332,40.9594
"EFHC1",1.0684,0.656,1.7644,1.0897,0.4813,1.3736,1.093,1.1287,0.9023,0.6332
"HSP90AB1",743.5206,1137.2072,926.9255,661.0732,912.8987,712.4955,533.7018,1052.9268,603.8079,735.9111
"CDC5L",24.4964,25.0907,38.2439,26.4936,26.3117,29.2895,17.9507,29.8779,23.2218,24.3495
"ITPR3",41.8337,59.8946,33.1107,36.6798,90.3287,12.7317,12.4453,55.6315,87.8126,39.7468
"DSP",94.4901,194.8329,104.4776,134.9591,231.8992,50.0788,37.684,170.6857,181.7012,141.5966
"SIRT1",21.3753,28.3532,37.675,25.3187,15.2861,29.4697,13.3045,44.1382,17.5873,21.1609
"HNRNPH3",58.8891,50.7872,88.5211,66.1037,52.6977,63.8582,31.1278,70.414,71.5403,53.5784
"IFT74",9.0588,5.9397,13.8433,9.6684,8.8152,12.3468,10.6126,9.0627,9.6149,8.1006
"JAK2",8.9287,7.977,16.3915,11.0402,7.031,12.9301,6.4714,9.5242,9.7695,8.2115
"IL12RB1",4.0247,2.8214,2.0664,5.8985,1.4882,2.6557,3.5068,3.0714,1.2188,4.499
"ABL1",71.4576,96.9989,96.9753,64.4127,70.6337,64.5313,25.3145,137.7068,46.7889,66.3951
"ACOT7",34.6126,62.6577,39.8562,34.0271,86.3037,35.7485,39.8119,59.9153,61.0363,54.5387
"SH3GLB1",67.8829,62.3985,106.8106,79.5545,66.695,93.508,69.2669,72.328,78.847,61.3782
"CDC7",3.1849,4.7655,4.2925,4.9396,7.3243,3.7695,3.0576,4.8679,5.3281,3.8725
"PCSK5",9.7717,10.7903,13.2587,16.623,18.2652,5.5551,3.9801,12.7154,24.1618,11.2941
"SCD",86.0166,45.7599,67.1875,21.6148,123.0266,38.0144,20.3104,82.1329,166.0609,37.683
"TMED1",11.6543,9.0191,9.2675,7.4369,9.2003,11.9739,15.1651,10.3666,7.6547,9.425
"ABLIM1",50.7146,86.1346,65.7612,50.2585,73.3484,38.363,18.5698,67.1503,68.1865,48.324
"RAB18",45.3214,41.9168,64.6575,43.3458,39.6308,80.9711,51.9885,45.8716,47.2503,36.4522
"NRP1",16.9915,9.7379,30.8149,12.9776,5.93,15.4343,7.1054,23.5611,7.9018,12.2125
"PRTFDC1",10.5438,12.2239,27.4948,10.8909,11.4666,24.951,17.6564,18.3338,8.3535,10.8168
"TSPAN15",143.0688,145.178,115.5512,111.274,181.2293,135.5384,147.1585,134.2885,137.255,145.2953
"MACROH2A2",4.1909,5.6012,4.6414,3.2317,5.5934,4.5102,2.4414,5.9645,3.9439,4.1293
"WASHC2A",24.9389,18.2897,33.9126,26.851,23.5052,23.4727,12.0714,24.5777,37.3934,23.7693
"MAST3",13.2098,13.8316,11.2984,17.6308,18.4417,6.4105,5.4034,16.5539,21.2839,17.5924
"MZF1",4.8922,3.7347,4.0802,5.4114,4.777,3.2738,2.66,5.4806,4.6443,4.5925
"MYO9B",23.8792,32.6776,24.875,30.7812,28.3708,15.0087,8.2296,32.6415,21.8806,29.2962
"PSMD8",120.8373,144.0448,104.75,92.1898,149.674,153.9944,199.5961,120.5684,114.8639,123.1199
"FBXL19",10.3982,12.7265,9.0568,9.6774,16.64,5.5293,3.7471,13.6429,9.9353,11.65
"HSD3B7",9.4522,9.4897,12.8126,9.8623,10.8371,9.8381,8.2796,10.9896,8.8149,12.1687
"SETD1A",15.2303,20.6249,22.2508,15.262,18.9287,13.0662,5.9819,22.0703,13.48,18.5185
"BCL7C",17.7349,16.2849,16.5717,11.4,16.112,22.1372,25.2399,17.8741,10.4451,17.3902
"EFNA2",39.868,58.9924,16.3669,32.8786,75.9446,32.8443,25.6519,35.0893,58.5463,48.8715
"CIRBP",92.8633,98.0277,138.0388,103.4233,59.9284,121.8213,38.8288,126.1297,72.0214,91.362
"ATP5F1D",134.2792,170.3252,80.5202,91.473,237.2359,117.6783,137.9741,139.8411,135.4347,158.3673
"HNRNPM",87.5044,152.7634,104.733,87.2977,163.5369,71.5562,39.3915,152.5355,113.6777,133.5426
"MARCHF2",56.6679,59.0183,118.9694,50.7857,28.6877,109.7055,60.1876,72.8965,36.7586,62.8461
"NDUFB7",569.6165,552.8326,385.6448,376.2215,606.0669,742.033,1449.832,523.9451,465.5076,573.3039
"TECR",50.4082,49.9582,37.4858,38.8967,71.229,40.0289,43.0509,45.5534,61.8837,48.4334
"TIMM13",99.4074,115.8685,59.3308,63.287,159.7136,89.9604,134.0541,103.4719,94.7624,97.5603
"CDC34",73.4298,71.2108,75.3412,62.1244,96.3344,81.2052,70.6301,82.02,64.3447,98.495
"MTAP",4.11,4.3863,8.0735,3.9409,4.6141,5.7313,2.058,5.3523,3.0546,3.7096
"MISP",362.5033,600.4902,252.8899,466.3559,728.5885,260.2433,209.0362,543.3012,787.7848,611.4029
"POLR2E",77.1582,86.6169,72.7177,55.4061,99.8161,71.3134,52.8415,93.4459,58.7374,68.1217
"POLRMT",21.5755,21.1769,20.2519,20.7675,39.2091,14.1255,12.9305,28.2426,22.6754,27.1151
"CDHR5",215.478,303.9928,169.4498,322.6787,482.4514,144.4016,156.6513,201.7626,642.4043,348.6694
"RASSF7",52.9903,56.4581,26.6531,47.6123,97.8828,39.6242,101.5709,42.5914,83.399,66.4635
"GADD45B",41.8414,51.6592,24.8843,57.9588,9.6794,30.8926,15.8129,100.7082,10.5627,36.6738
"PALM",16.1481,19.1124,41.9102,15.4277,6.0508,24.0834,6.6533,38.7052,6.5817,25.3154
"MADCAM1",7.3051,9.037,2.3112,9.3806,6.704,5.7337,1.8761,15.3993,6.1298,12.1352
"MKNK2",169.682,91.6049,131.9812,180.3505,160.976,117.3884,77.7934,134.0808,128.1232,160.7383
"ARVCF",6.2369,5.0217,8.1909,3.9696,4.4301,5.5156,2.0583,7.6914,3.5148,5.5593
"TRMT2A",12.6522,8.7559,10.5424,11.2403,14.4992,9.4892,10.998,9.7853,9.2184,10.4047
"RANBP1",28.2947,42.02,28.5123,28.3869,47.6305,39.1299,34.2068,40.0288,39.9451,33.094
"ZDHHC8",13.1195,12.1713,12.2654,10.3789,11.7072,8.2345,5.2004,14.9575,7.6023,13.3305
"KLHL22",9.4103,8.8749,13.1753,8.6333,6.2221,11.863,5.5398,11.799,4.9363,9.5013
"MED15",21.2977,26.5243,23.5098,23.7953,28.8303,14.4596,9.5914,23.3419,28.0703,26.1476
"SNAP29",27.1217,23.655,40.5931,27.2866,26.0305,28.3957,21.0109,23.4391,26.9813,21.1191
"CRKL",50.5145,45.3266,74.0103,57.6881,55.1607,48.3385,29.3478,50.7985,42.8529,49.3768
"LZTR1",2.9428,2.951,3.6574,4.1169,2.5909,2.9407,1.6815,3.9607,3.0424,3.0413
"MMP11",4.4028,2.3513,6.5511,4.1695,3.5249,4.2156,4.2872,4.2968,2.1545,5.4536
"SMARCB1",13.8102,17.3925,11.7544,13.6472,17.4703,13.4159,10.9868,14.5629,13.1665,15.0583
"DERL3",11.877,4.0426,3.8771,5.3183,3.782,4.697,6.5312,4.9499,5.0933,4.5418
"SLC7A4",4.4706,5.0932,3.3954,2.552,6.3106,3.1009,2.354,3.9535,3.2989,3.982
"BCL2L13",27.6194,24.4292,33.1436,25.5913,26.9654,32.9735,22.9619,29.2068,24.3341,24.3137
"OSM",1.0309,1.0495,0.4732,2.6941,0.113,1.0944,1.123,2.5157,0.2237,2.2348
"CABIN1",23.2253,22.1098,33.9246,28.0036,29.5824,15.3672,9.2642,29.8979,25.4309,26.832
"TBC1D10A",6.4889,5.9458,5.1311,6.5701,7.3045,6.3039,7.7472,5.6448,5.9075,7.199
"SUSD2",5.9251,5.5972,12.2802,4.9403,1.5983,4.3008,1.2741,8.9246,3.0144,4.9297
"SF3A1",73.1774,77.2689,84.9719,63.2183,77.3911,52.7924,28.6159,91.695,61.6705,68.8958
"GGT5",5.9746,9.9463,7.2176,9.2948,2.8631,5.4421,2.8907,9.923,4.8035,11.3145
